Timestamp,User,Message
1554191543,MFoster,User Logged Off OfficeComputer15
1554191545,MBowen,User Logged Off OfficeComputer15
1554191547,WDavis,User Logged On OfficeComputer5
1554191549,PCannon,User Logged On TestSystem2
1554191551,TRivers,User Logged On Server1
1554191553,SWayman,User Logged Off OfficeComputer11
1554191555,LCarney,User Logged On OfficeComputer12
1554191557,TRivers,User Logged On OfficeComputer16
1554191559,LMarshall,User Logged On TestSystem1
1554191561,RFrank,User Logged Off OfficeComputer8
1554191563,LMarshall,User Logged On OfficeComputer1
1554191565,MFoster,User Logged Off Server2
1554191567,TRivers,User Logged On OfficeComputer17
1554191569,RKelly,User Logged Off OfficeComputer11
1554191571,MFoster,User Logged On Server2
1554191573,LMarshall,User Logged On OfficeComputer6
1554191575,RMelton,User Logged On OfficeComputer15
1554191577,LRobinett,User Logged On OfficeComputer11
1554191579,LMarshall,User Logged On OfficeComputer1
1554191581,SWayman,User Logged On OfficeComputer1
1554191583,LRobinett,User Logged Off OfficeComputer20
1554191585,PCannon,User Logged On OfficeComputer1
1554191587,PCannon,User Logged On OfficeComputer6
1554191589,DHawkins,User Logged Off OfficeComputer11
1554191591,LCarney,User Logged Off OfficeComputer3
1554191593,HMcCann,User Logged Off TestSystem2
1554191595,EJacobs,User Logged Off OfficeComputer17
1554191597,MFoster,User Logged Off OfficeComputer7
1554191599,BCombs,User Logged On OfficeComputer19
1554191601,RFrank,User Logged Off OfficeComputer3
1554191603,LRobinett,User Logged Off OfficeComputer11
1554191605,WDavis,User Logged Off OfficeComputer12
1554191607,PCannon,User Logged On OfficeComputer7
1554191609,RKelly,User Logged On OfficeComputer13
1554191611,PCannon,User Logged On OfficeComputer2
1554191613,RFrank,User Logged Off OfficeComputer17
1554191615,SConrad,User Logged On TestSystem2
1554191617,BCombs,User Logged Off OfficeComputer16
1554191619,SWayman,User Logged Off OfficeComputer8
1554191621,RFrank,User Logged Off OfficeComputer19
1554191623,HMcCann,User Logged On OfficeComputer5
1554191625,RKelly,User Logged On OfficeComputer10
1554191627,LMarshall,User Logged Off OfficeComputer13
1554191629,RMelton,User Logged Off OfficeComputer15
1554191631,MFoster,User Logged Off OfficeComputer15
1554191633,KSwanson,User Logged On OfficeComputer9
1554191635,BCombs,User Logged Off OfficeComputer11
1554191637,BCombs,User Logged Off OfficeComputer15
1554191639,RKelly,User Logged On Server2
1554191641,MBowen,User Logged Off OfficeComputer14
1554191643,LBaker,User Logged Off Server2
1554191645,MBowen,User Logged On OfficeComputer15
1554191647,LMarshall,User Logged On OfficeComputer14
1554191649,DHawkins,User Logged On Server3
1554191651,LMarshall,User Logged Off OfficeComputer7
1554191653,SConrad,User Logged Off OfficeComputer17
1554191655,LBaker,User Logged Off OfficeComputer9
1554191657,DHawkins,User Logged On OfficeComputer3
1554191659,MBowen,User Logged Off OfficeComputer7
1554191661,LBaker,User Logged On OfficeComputer5
1554191663,DHawkins,User Logged Off OfficeComputer10
1554191665,DHawkins,User Logged On Server1
1554191667,LBaker,User Logged On OfficeComputer16
1554191669,RFrank,User Logged On OfficeComputer20
1554191671,RMelton,User Logged On OfficeComputer3
1554191673,WDavis,User Logged On OfficeComputer7
1554191675,LRobinett,User Logged On OfficeComputer19
1554191677,SConrad,User Logged Off OfficeComputer11
1554191679,MBowen,User Logged On OfficeComputer9
1554191681,BCombs,User Logged Off OfficeComputer18
1554191683,RFrank,User Logged On OfficeComputer17
1554191685,LBaker,User Logged On OfficeComputer11
1554191687,MBowen,User Logged On Server1
1554191689,EJacobs,User Logged Off OfficeComputer9
1554191691,RKelly,User Logged Off OfficeComputer3
1554191693,RFrank,User Logged Off OfficeComputer10
1554191695,RFrank,User Logged On TestSystem2
1554191697,TRivers,User Logged On OfficeComputer9
1554191699,LCarney,User Logged Off OfficeComputer12
1554191701,LCarney,User Logged On OfficeComputer13
1554191703,MFoster,User Logged Off Server3
1554191705,SConrad,User Logged Off OfficeComputer18
1554191707,BCombs,User Logged Off TestSystem1
1554191709,LMarshall,User Logged On OfficeComputer6
1554191711,DHawkins,User Logged On OfficeComputer8
1554191713,RKelly,User Logged Off OfficeComputer8
1554191715,LBaker,User Logged Off OfficeComputer17
1554191717,RKelly,User Logged On Server2
1554191719,EJacobs,User Logged On OfficeComputer7
1554191721,LMarshall,User Logged Off OfficeComputer11
1554191723,MFoster,User Logged Off OfficeComputer8
1554191725,RKelly,User Logged Off OfficeComputer15
1554191727,DHawkins,User Logged Off TestSystem2
1554191729,LRobinett,User Logged Off Server2
1554191731,PCannon,User Logged On Server3
1554191733,SConrad,User Logged On OfficeComputer17
1554191735,KSwanson,User Logged On OfficeComputer12
1554191737,EJacobs,User Logged Off OfficeComputer3
1554191739,SConrad,User Logged Off OfficeComputer2
1554191741,TRivers,User Logged Off OfficeComputer15
1554191743,HMcCann,User Logged Off OfficeComputer3
1554191745,MFoster,User Logged On Server1
1554191747,RKelly,User Logged Off Server1
1554191749,TRivers,User Logged On OfficeComputer20
1554191751,SWayman,User Logged Off OfficeComputer10
1554191753,LMarshall,User Logged Off OfficeComputer8
1554191755,LMarshall,User Logged On OfficeComputer5
1554191757,PCannon,User Logged On OfficeComputer8
1554191759,RKelly,User Logged On OfficeComputer5
1554191761,RFrank,User Logged On OfficeComputer12
1554191763,KSwanson,User Logged Off OfficeComputer7
1554191765,LMarshall,User Logged On OfficeComputer13
1554191767,SConrad,User Logged On OfficeComputer9
1554191769,KSwanson,User Logged Off TestSystem2
1554191771,LMarshall,User Logged Off OfficeComputer2
1554191773,LRobinett,User Logged On OfficeComputer14
1554191775,RFrank,User Logged Off OfficeComputer10
1554191777,LRobinett,User Logged On Server3
1554191779,TRivers,User Logged Off OfficeComputer1
1554191781,SConrad,User Logged On OfficeComputer19
1554191783,LCarney,User Logged On OfficeComputer1
1554191785,MBowen,User Logged Off TestSystem1
1554191787,SWayman,User Logged Off OfficeComputer19
1554191789,LMarshall,User Logged On Server1
1554191791,LBaker,User Logged Off OfficeComputer9
1554191793,MBowen,User Logged Off OfficeComputer6
1554191795,SConrad,User Logged Off OfficeComputer12
1554191797,LCarney,User Logged Off OfficeComputer10
1554191799,WDavis,User Logged On OfficeComputer8
1554191801,KSwanson,User Logged On OfficeComputer10
1554191803,TRivers,User Logged On OfficeComputer19
1554191805,WDavis,User Logged Off OfficeComputer6
1554191807,BCombs,User Logged On OfficeComputer4
1554191809,RFrank,User Logged On TestSystem1
1554191811,LCarney,User Logged Off OfficeComputer10
1554191813,BCombs,User Logged On OfficeComputer18
1554191815,LBaker,User Logged Off OfficeComputer12
1554191817,RFrank,User Logged On OfficeComputer19
1554191819,EJacobs,User Logged Off OfficeComputer14
1554191821,RFrank,User Logged Off OfficeComputer3
1554191823,WDavis,User Logged Off OfficeComputer15
1554191825,LCarney,User Logged Off Server3
1554191827,MFoster,User Logged Off TestSystem2
1554191829,BCombs,User Logged Off OfficeComputer7
1554191831,LBaker,User Logged Off OfficeComputer7
1554191833,LBaker,User Logged Off OfficeComputer1
1554191835,LBaker,User Logged On OfficeComputer9
1554191837,LRobinett,User Logged On TestSystem1
1554191839,KSwanson,User Logged On Server1
1554191841,PCannon,User Logged On OfficeComputer3
1554191843,EJacobs,User Logged Off OfficeComputer1
1554191845,HMcCann,User Logged Off OfficeComputer11
1554191847,EJacobs,User Logged On OfficeComputer18
1554191849,TRivers,User Logged On OfficeComputer5
1554191851,LCarney,User Logged On OfficeComputer2
1554191853,MBowen,User Logged Off OfficeComputer16
1554191855,RMelton,User Logged On OfficeComputer10
1554191857,KSwanson,User Logged On OfficeComputer2
1554191859,MFoster,User Logged Off OfficeComputer17
1554191861,HMcCann,User Logged Off Server1
1554191863,MFoster,User Logged On OfficeComputer4
1554191865,MBowen,User Logged On OfficeComputer20
1554191867,EJacobs,User Logged On OfficeComputer9
1554191869,SConrad,User Logged Off OfficeComputer13
1554191871,TRivers,User Logged Off OfficeComputer3
1554191873,PCannon,User Logged On OfficeComputer18
1554191875,LCarney,User Logged On OfficeComputer13
1554191877,LCarney,User Logged On OfficeComputer7
1554191879,LCarney,User Logged Off OfficeComputer19
1554191881,LCarney,User Logged Off OfficeComputer10
1554191883,LRobinett,User Logged Off OfficeComputer11
1554191885,RFrank,User Logged On OfficeComputer15
1554191887,SConrad,User Logged Off Server2
1554191889,LMarshall,User Logged On TestSystem2
1554191891,BCombs,User Logged Off OfficeComputer19
1554191893,BCombs,User Logged On OfficeComputer12
1554191895,PCannon,User Logged On OfficeComputer18
1554191897,SConrad,User Logged Off OfficeComputer20
1554191899,TRivers,User Logged Off OfficeComputer15
1554191901,TRivers,User Logged Off OfficeComputer1
1554191903,HMcCann,User Logged On Server2
1554191905,TRivers,User Logged Off Server1
1554191907,WDavis,User Logged On OfficeComputer14
1554191909,LRobinett,User Logged Off OfficeComputer18
1554191911,LRobinett,User Logged Off OfficeComputer11
1554191913,RMelton,User Logged On OfficeComputer2
1554191915,DHawkins,User Logged On OfficeComputer14
1554191917,RMelton,User Logged Off OfficeComputer5
1554191919,LCarney,User Logged On OfficeComputer17
1554191921,LBaker,User Logged On OfficeComputer15
1554191923,RKelly,User Logged On OfficeComputer9
1554191925,RFrank,User Logged Off OfficeComputer11
1554191927,KSwanson,User Logged On Server2
1554191929,MFoster,User Logged Off OfficeComputer2
1554191931,HMcCann,User Logged On OfficeComputer4
1554191933,HMcCann,User Logged Off OfficeComputer6
1554191935,KSwanson,User Logged Off OfficeComputer1
1554191937,LCarney,User Logged Off OfficeComputer11
1554191939,BCombs,User Logged On OfficeComputer6
1554191941,BCombs,User Logged On TestSystem2
1554191943,LCarney,User Logged Off OfficeComputer5
1554191945,RFrank,User Logged On OfficeComputer12
1554191947,SConrad,User Logged Off OfficeComputer2
1554191949,LCarney,User Logged Off Server1
1554191951,HMcCann,User Logged On Server2
1554191953,HMcCann,User Logged On Server2
1554191955,WDavis,User Logged On OfficeComputer10
1554191957,HMcCann,User Logged Off Server2
1554191959,KSwanson,User Logged Off OfficeComputer9
1554191961,PCannon,User Logged Off OfficeComputer17
1554191963,BCombs,User Logged On OfficeComputer13
1554191965,RFrank,User Logged On OfficeComputer20
1554191967,MFoster,User Logged Off TestSystem2
1554191969,TRivers,User Logged Off OfficeComputer13
1554191971,MFoster,User Logged On OfficeComputer6
1554191973,HMcCann,User Logged On TestSystem1
1554191975,DHawkins,User Logged Off OfficeComputer19
1554191977,LRobinett,User Logged Off OfficeComputer9
1554191979,RMelton,User Logged On OfficeComputer12
1554191981,KSwanson,User Logged On TestSystem2
1554191983,DHawkins,User Logged Off OfficeComputer2
1554191985,HMcCann,User Logged On OfficeComputer15
1554191987,RKelly,User Logged Off OfficeComputer19
1554191989,HMcCann,User Logged Off OfficeComputer6
1554191991,LCarney,User Logged Off OfficeComputer4
1554191993,LCarney,User Logged On OfficeComputer4
1554191995,PCannon,User Logged Off OfficeComputer13
1554191997,HMcCann,User Logged Off OfficeComputer19
1554191999,SWayman,User Logged Off OfficeComputer9
1554192001,HMcCann,User Logged Off OfficeComputer5
1554192003,LCarney,User Logged Off OfficeComputer15
1554192005,BCombs,User Logged Off OfficeComputer3
1554192007,SConrad,User Logged Off OfficeComputer15
1554192009,SConrad,User Logged On Server2
1554192011,LCarney,User Logged On TestSystem2
1554192013,LCarney,User Logged On OfficeComputer2
1554192015,SWayman,User Logged Off OfficeComputer5
1554192017,RFrank,User Logged Off OfficeComputer7
1554192019,LBaker,User Logged On Server2
1554192021,LBaker,User Logged Off TestSystem1
1554192023,LMarshall,User Logged On OfficeComputer11
1554192025,KSwanson,User Logged Off OfficeComputer16
1554192027,LMarshall,User Logged On OfficeComputer5
1554192029,LCarney,User Logged Off OfficeComputer9
1554192031,MFoster,User Logged Off OfficeComputer5
1554192033,BCombs,User Logged On OfficeComputer3
1554192035,LMarshall,User Logged On OfficeComputer10
1554192037,KSwanson,User Logged Off OfficeComputer14
1554192039,MFoster,User Logged Off OfficeComputer15
1554192041,RFrank,User Logged Off Server1
1554192043,LBaker,User Logged Off OfficeComputer17
1554192045,LBaker,User Logged On Server2
1554192047,MFoster,User Logged On OfficeComputer10
1554192049,RKelly,User Logged Off OfficeComputer17
1554192051,RMelton,User Logged On OfficeComputer19
1554192053,LMarshall,User Logged On OfficeComputer20
1554192055,RMelton,User Logged On TestSystem2
1554192057,RMelton,User Logged On OfficeComputer11
1554192059,MBowen,User Logged Off OfficeComputer12
1554192061,LBaker,User Logged On OfficeComputer2
1554192063,RFrank,User Logged Off OfficeComputer13
1554192065,WDavis,User Logged Off OfficeComputer8
1554192067,MBowen,User Logged Off OfficeComputer20
1554192069,PCannon,User Logged Off OfficeComputer8
1554192071,PCannon,User Logged On OfficeComputer6
1554192073,MBowen,User Logged Off Server3
1554192075,WDavis,User Logged Off OfficeComputer17
1554192077,MBowen,User Logged On OfficeComputer18
1554192079,LMarshall,User Logged On OfficeComputer14
1554192081,EJacobs,User Logged Off OfficeComputer14
1554192083,PCannon,User Logged Off OfficeComputer8
1554192085,LBaker,User Logged On TestSystem1
1554192087,WDavis,User Logged Off OfficeComputer14
1554192089,PCannon,User Logged Off OfficeComputer19
1554192091,BCombs,User Logged On OfficeComputer10
1554192093,LMarshall,User Logged On Server3
1554192095,SWayman,User Logged On OfficeComputer2
1554192097,MFoster,User Logged On OfficeComputer14
1554192099,SWayman,User Logged Off OfficeComputer3
1554192101,MFoster,User Logged Off OfficeComputer15
1554192103,EJacobs,User Logged On OfficeComputer7
1554192105,EJacobs,User Logged Off OfficeComputer18
1554192107,LCarney,User Logged Off Server1
1554192109,LMarshall,User Logged Off OfficeComputer11
1554192111,EJacobs,User Logged Off OfficeComputer4
1554192113,EJacobs,User Logged On OfficeComputer10
1554192115,HMcCann,User Logged Off OfficeComputer1
1554192117,BCombs,User Logged Off OfficeComputer10
1554192119,LBaker,User Logged Off Server2
1554192121,WDavis,User Logged On Server2
1554192123,PCannon,User Logged Off TestSystem2
1554192125,SConrad,User Logged On OfficeComputer13
1554192127,RMelton,User Logged On OfficeComputer9
1554192129,EJacobs,User Logged Off OfficeComputer1
1554192131,RMelton,User Logged Off TestSystem2
1554192133,LBaker,User Logged Off Server2
1554192135,MBowen,User Logged On OfficeComputer7
1554192137,RMelton,User Logged On OfficeComputer11
1554192139,PCannon,User Logged On OfficeComputer11
1554192141,LBaker,User Logged On Server3
1554192143,SConrad,User Logged Off Server3
1554192145,LCarney,User Logged Off OfficeComputer18
1554192147,LCarney,User Logged On OfficeComputer18
1554192149,BCombs,User Logged Off OfficeComputer12
1554192151,TRivers,User Logged On OfficeComputer19
1554192153,SWayman,User Logged On OfficeComputer6
1554192155,RKelly,User Logged Off OfficeComputer1
1554192157,RKelly,User Logged Off OfficeComputer17
1554192159,RFrank,User Logged Off OfficeComputer5
1554192161,RMelton,User Logged Off OfficeComputer11
1554192163,HMcCann,User Logged Off OfficeComputer17
1554192165,DHawkins,User Logged On OfficeComputer15
1554192167,LCarney,User Logged Off TestSystem2
1554192169,WDavis,User Logged On OfficeComputer4
1554192171,MBowen,User Logged Off OfficeComputer6
1554192173,LCarney,User Logged On OfficeComputer17
1554192175,RKelly,User Logged Off OfficeComputer13
1554192177,MFoster,User Logged Off OfficeComputer9
1554192179,LBaker,User Logged On OfficeComputer8
1554192181,MBowen,User Logged On OfficeComputer2
1554192183,LMarshall,User Logged On OfficeComputer14
1554192185,SWayman,User Logged On OfficeComputer19
1554192187,MBowen,User Logged Off OfficeComputer20
1554192189,LCarney,User Logged Off OfficeComputer2
1554192191,KSwanson,User Logged Off OfficeComputer11
1554192193,HMcCann,User Logged Off OfficeComputer14
1554192195,LCarney,User Logged Off OfficeComputer1
1554192197,SConrad,User Logged On TestSystem1
1554192199,LBaker,User Logged On OfficeComputer15
1554192201,LMarshall,User Logged On OfficeComputer11
1554192203,HMcCann,User Logged On OfficeComputer2
1554192205,EJacobs,User Logged Off OfficeComputer10
1554192207,RFrank,User Logged Off OfficeComputer7
1554192209,KSwanson,User Logged Off OfficeComputer8
1554192211,RFrank,User Logged Off OfficeComputer6
1554192213,RFrank,User Logged On Server3
1554192215,LRobinett,User Logged On OfficeComputer14
1554192217,PCannon,User Logged On OfficeComputer11
1554192219,RMelton,User Logged Off OfficeComputer18
1554192221,MBowen,User Logged On OfficeComputer18
1554192223,MBowen,User Logged On OfficeComputer3
1554192225,WDavis,User Logged Off TestSystem1
1554192227,HMcCann,User Logged On OfficeComputer1
1554192229,KSwanson,User Logged On Server2
1554192231,DHawkins,User Logged On OfficeComputer1
1554192233,SWayman,User Logged Off OfficeComputer7
1554192235,DHawkins,User Logged Off OfficeComputer8
1554192237,DHawkins,User Logged On OfficeComputer18
1554192239,KSwanson,User Logged On OfficeComputer17
1554192241,RKelly,User Logged Off Server3
1554192243,PCannon,User Logged Off OfficeComputer12
1554192245,LMarshall,User Logged Off OfficeComputer1
1554192247,RMelton,User Logged On Server2
1554192249,SConrad,User Logged On OfficeComputer6
1554192251,LBaker,User Logged Off OfficeComputer16
1554192253,BCombs,User Logged On OfficeComputer3
1554192255,RMelton,User Logged On OfficeComputer7
1554192257,LCarney,User Logged On OfficeComputer10
1554192259,SConrad,User Logged Off OfficeComputer7
1554192261,MFoster,User Logged On OfficeComputer12
1554192263,DHawkins,User Logged On OfficeComputer14
1554192265,MBowen,User Logged Off OfficeComputer12
1554192267,MBowen,User Logged Off Server1
1554192269,EJacobs,User Logged Off OfficeComputer1
1554192271,LCarney,User Logged Off OfficeComputer20
1554192273,LMarshall,User Logged On OfficeComputer20
1554192275,TRivers,User Logged Off TestSystem1
1554192277,LCarney,User Logged On OfficeComputer7
1554192279,EJacobs,User Logged On TestSystem1
1554192281,WDavis,User Logged Off Server3
1554192283,EJacobs,User Logged On OfficeComputer5
1554192285,BCombs,User Logged On OfficeComputer16
1554192287,LBaker,User Logged Off OfficeComputer16
1554192289,LMarshall,User Logged On OfficeComputer1
1554192291,KSwanson,User Logged On OfficeComputer2
1554192293,EJacobs,User Logged Off OfficeComputer1
1554192295,DHawkins,User Logged Off OfficeComputer16
1554192297,LMarshall,User Logged Off OfficeComputer8
1554192299,SConrad,User Logged Off OfficeComputer12
1554192301,HMcCann,User Logged Off OfficeComputer7
1554192303,RMelton,User Logged Off OfficeComputer6
1554192305,LBaker,User Logged Off OfficeComputer7
1554192307,PCannon,User Logged On OfficeComputer18
1554192309,MFoster,User Logged Off OfficeComputer12
1554192311,RKelly,User Logged Off OfficeComputer14
1554192313,TRivers,User Logged Off OfficeComputer11
1554192315,BCombs,User Logged On Server3
1554192317,WDavis,User Logged On OfficeComputer4
1554192319,RKelly,User Logged On OfficeComputer7
1554192321,MFoster,User Logged Off OfficeComputer3
1554192323,SConrad,User Logged Off OfficeComputer8
1554192325,PCannon,User Logged On OfficeComputer20
1554192327,MBowen,User Logged Off OfficeComputer6
1554192329,RMelton,User Logged Off OfficeComputer6
1554192331,DHawkins,User Logged Off OfficeComputer8
1554192333,LRobinett,User Logged Off Server2
1554192335,LCarney,User Logged Off OfficeComputer8
1554192337,RMelton,User Logged Off TestSystem2
1554192339,DHawkins,User Logged On OfficeComputer1
1554192341,MBowen,User Logged On OfficeComputer12
1554192343,MFoster,User Logged Off OfficeComputer10
1554192345,HMcCann,User Logged On TestSystem2
1554192347,LRobinett,User Logged Off OfficeComputer9
1554192349,HMcCann,User Logged Off OfficeComputer10
1554192351,EJacobs,User Logged On OfficeComputer9
1554192353,SWayman,User Logged On OfficeComputer18
1554192355,SConrad,User Logged Off Server3
1554192357,MBowen,User Logged Off OfficeComputer15
1554192359,BCombs,User Logged Off OfficeComputer9
1554192361,MBowen,User Logged Off OfficeComputer14
1554192363,TRivers,User Logged On OfficeComputer20
1554192365,MBowen,User Logged On OfficeComputer2
1554192367,LRobinett,User Logged On OfficeComputer7
1554192369,RKelly,User Logged On Server2
1554192371,SConrad,User Logged Off OfficeComputer20
1554192373,RKelly,User Logged Off OfficeComputer6
1554192375,DHawkins,User Logged On OfficeComputer12
1554192377,PCannon,User Logged Off OfficeComputer19
1554192379,LRobinett,User Logged On OfficeComputer19
1554192381,KSwanson,User Logged Off OfficeComputer2
1554192383,MFoster,User Logged On OfficeComputer3
1554192385,HMcCann,User Logged On OfficeComputer17
1554192387,PCannon,User Logged Off OfficeComputer7
1554192389,EJacobs,User Logged On OfficeComputer10
1554192391,TRivers,User Logged On TestSystem2
1554192393,KSwanson,User Logged Off OfficeComputer4
1554192395,MFoster,User Logged Off OfficeComputer5
1554192397,DHawkins,User Logged On OfficeComputer9
1554192399,RMelton,User Logged On OfficeComputer2
1554192401,PCannon,User Logged On OfficeComputer12
1554192403,TRivers,User Logged On OfficeComputer3
1554192405,RMelton,User Logged Off OfficeComputer10
1554192407,LBaker,User Logged On OfficeComputer9
1554192409,RFrank,User Logged Off OfficeComputer5
1554192411,LRobinett,User Logged On OfficeComputer5
1554192413,RKelly,User Logged On OfficeComputer17
1554192415,RMelton,User Logged On OfficeComputer11
1554192417,LMarshall,User Logged On OfficeComputer12
1554192419,LCarney,User Logged Off OfficeComputer18
1554192421,WDavis,User Logged On TestSystem1
1554192423,LMarshall,User Logged Off Server1
1554192425,LCarney,User Logged On OfficeComputer17
1554192427,RMelton,User Logged Off OfficeComputer4
1554192429,LMarshall,User Logged On OfficeComputer1
1554192431,LMarshall,User Logged Off OfficeComputer18
1554192433,LBaker,User Logged On OfficeComputer15
1554192435,SConrad,User Logged On OfficeComputer15
1554192437,DHawkins,User Logged Off OfficeComputer17
1554192439,LMarshall,User Logged Off TestSystem1
1554192441,KSwanson,User Logged Off OfficeComputer6
1554192443,BCombs,User Logged On OfficeComputer10
1554192445,LRobinett,User Logged Off OfficeComputer1
1554192447,LRobinett,User Logged Off OfficeComputer6
1554192449,RKelly,User Logged On OfficeComputer14
1554192451,RKelly,User Logged On OfficeComputer17
1554192453,LCarney,User Logged On OfficeComputer3
1554192455,PCannon,User Logged On OfficeComputer5
1554192457,DHawkins,User Logged Off Server3
1554192459,LRobinett,User Logged On Server2
1554192461,LRobinett,User Logged Off OfficeComputer3
1554192463,LCarney,User Logged Off OfficeComputer19
1554192465,LCarney,User Logged On Server1
1554192467,RFrank,User Logged On OfficeComputer2
1554192469,KSwanson,User Logged Off OfficeComputer2
1554192471,MBowen,User Logged On OfficeComputer17
1554192473,SConrad,User Logged On OfficeComputer5
1554192475,EJacobs,User Logged Off OfficeComputer7
1554192477,BCombs,User Logged Off Server1
1554192479,LRobinett,User Logged On OfficeComputer7
1554192481,SConrad,User Logged Off OfficeComputer17
1554192483,SConrad,User Logged Off OfficeComputer11
1554192485,DHawkins,User Logged Off OfficeComputer10
1554192487,RMelton,User Logged On OfficeComputer9
1554192489,DHawkins,User Logged On TestSystem1
1554192491,LBaker,User Logged On OfficeComputer19
1554192493,WDavis,User Logged Off OfficeComputer14
1554192495,RFrank,User Logged Off OfficeComputer18
1554192497,KSwanson,User Logged On Server1
1554192499,MBowen,User Logged Off Server3
1554192501,WDavis,User Logged Off OfficeComputer14
1554192503,HMcCann,User Logged Off OfficeComputer1
1554192505,EJacobs,User Logged Off OfficeComputer17
1554192507,MFoster,User Logged Off OfficeComputer10
1554192509,EJacobs,User Logged Off OfficeComputer2
1554192511,LMarshall,User Logged Off OfficeComputer8
1554192513,LRobinett,User Logged Off OfficeComputer10
1554192515,TRivers,User Logged Off OfficeComputer10
1554192517,LBaker,User Logged On TestSystem2
1554192519,RMelton,User Logged On OfficeComputer6
1554192521,SConrad,User Logged Off OfficeComputer1
1554192523,SConrad,User Logged Off TestSystem2
1554192525,MFoster,User Logged Off Server1
1554192527,TRivers,User Logged Off Server2
1554192529,EJacobs,User Logged Off OfficeComputer8
1554192531,LBaker,User Logged Off OfficeComputer11
1554192533,MFoster,User Logged On OfficeComputer1
1554192535,LCarney,User Logged On OfficeComputer17
1554192537,LRobinett,User Logged On OfficeComputer1
1554192539,EJacobs,User Logged Off OfficeComputer15
