Timestamp,User,Host Name,Message
1554191736,KSwanson,OfficeComputer12,Started SNMP Client
1554191737,EJacobs,OfficeComputer3,Logged Off Successful
1554191739,SConrad,OfficeComputer2,Logged Off Successful
1554191739,SConrad,OfficeComputer17,Started SNMP Client
1554191741,TRivers,OfficeComputer15,Logged Off Successful
1554191743,HMcCann,OfficeComputer3,Logged Off Successful
1554191745,MFoster,Server1,Logged On Successful
1554191747,RKelly,Server1,Logged Off Successful
1554191749,TRivers,OfficeComputer20,Logged On Successful
1554191750,MFoster,Server1,Started FTP Client
1554191751,SWayman,OfficeComputer10,Logged Off Successful
1554191753,LMarshall,OfficeComputer8,Logged Off Successful
1554191754,TRivers,OfficeComputer20,Started FTP Client
1554191755,LMarshall,OfficeComputer5,Logged On Successful
1554191757,PCannon,OfficeComputer8,Logged On Successful
1554191759,RKelly,OfficeComputer5,Logged On Successful
1554191761,RFrank,OfficeComputer12,Logged On Successful
1554191761,LMarshall,OfficeComputer5,Started Python Client
1554191763,KSwanson,OfficeComputer7,Logged Off Successful
1554191764,PCannon,OfficeComputer8,Started SNMP Client
1554191765,LMarshall,OfficeComputer13,Logged On Successful
1554191766,RFrank,OfficeComputer12,Started SNMP Client
1554191767,SConrad,OfficeComputer9,Logged On Successful
1554191767,RKelly,OfficeComputer5,Started FTP Client
1554191768,SConrad,OfficeComputer9,Started Web Client
1554191769,KSwanson,TestSystem2,Logged Off Successful
1554191770,LMarshall,OfficeComputer13,Started SNMP Client
1554191771,LMarshall,OfficeComputer2,Logged Off Successful
1554191773,LRobinett,OfficeComputer14,Logged On Successful
1554191775,RFrank,OfficeComputer10,Logged Off Successful
1554191776,LRobinett,OfficeComputer14,Started FTP Client
1554191777,LRobinett,Server3,Logged On Successful
1554191779,TRivers,OfficeComputer1,Logged Off Successful
1554191780,LRobinett,Server3,Started SNMP Client
1554191781,SConrad,OfficeComputer19,Logged On Successful
1554191783,LCarney,OfficeComputer1,Logged On Successful
1554191783,SConrad,OfficeComputer19,Started SNMP Client
1554191784,LCarney,OfficeComputer1,Started SNMP Client
1554191785,MBowen,TestSystem1,Logged Off Successful
1554191787,SWayman,OfficeComputer19,Logged Off Successful
1554191789,LMarshall,Server1,Logged On Successful
1554191791,LBaker,OfficeComputer9,Logged Off Successful
1554191793,MBowen,OfficeComputer6,Logged Off Successful
1554191793,LMarshall,Server1,Started FTP Client
1554191795,SConrad,OfficeComputer12,Logged Off Successful
1554191797,LCarney,OfficeComputer10,Logged Off Successful
1554191799,WDavis,OfficeComputer8,Logged On Successful
1554191800,WDavis,OfficeComputer8,Started FTP Client
1554191801,KSwanson,OfficeComputer10,Logged On Successful
1554191803,TRivers,OfficeComputer19,Logged On Successful
1554191805,WDavis,OfficeComputer6,Logged Off Successful
1554191807,BCombs,OfficeComputer4,Logged On Successful
1554191808,TRivers,OfficeComputer19,Started SNMP Client
1554191809,RFrank,TestSystem1,Logged On Successful
1554191809,KSwanson,OfficeComputer10,Started Python Client
1554191811,LCarney,OfficeComputer10,Logged Off Successful
1554191813,BCombs,OfficeComputer18,Logged On Successful
1554191813,BCombs,OfficeComputer4,Started Web Client
1554191813,RFrank,TestSystem1,Started SNMP Client
1554191815,LBaker,OfficeComputer12,Logged Off Successful
1554191817,RFrank,OfficeComputer19,Logged On Successful
1554191818,BCombs,OfficeComputer18,Started Python Client
1554191819,EJacobs,OfficeComputer14,Logged Off Successful
1554191819,RFrank,OfficeComputer19,Started Python Client
1554191821,RFrank,OfficeComputer3,Logged Off Successful
1554191823,WDavis,OfficeComputer15,Logged Off Successful
1554191825,LCarney,Server3,Logged Off Successful
1554191827,MFoster,TestSystem2,Logged Off Successful
1554191829,BCombs,OfficeComputer7,Logged Off Successful
1554191831,LBaker,OfficeComputer7,Logged Off Successful
1554191833,LBaker,OfficeComputer1,Logged Off Successful
1554191835,LBaker,OfficeComputer9,Logged On Successful
1554191836,LBaker,OfficeComputer9,Started Web Client
1554191837,LRobinett,TestSystem1,Logged On Successful
1554191839,KSwanson,Server1,Logged On Successful
1554191841,PCannon,OfficeComputer3,Logged On Successful
1554191842,LRobinett,TestSystem1,Started Python Client
1554191843,EJacobs,OfficeComputer1,Logged Off Successful
1554191845,HMcCann,OfficeComputer11,Logged Off Successful
1554191846,KSwanson,Server1,Started Web Client
1554191847,EJacobs,OfficeComputer18,Logged On Successful
1554191848,PCannon,OfficeComputer3,Started Python Client
1554191849,TRivers,OfficeComputer5,Logged On Successful
1554191851,LCarney,OfficeComputer2,Logged On Successful
1554191851,EJacobs,OfficeComputer18,Started Web Client
1554191853,MBowen,OfficeComputer16,Logged Off Successful
1554191853,LCarney,OfficeComputer2,Started SNMP Client
1554191855,RMelton,OfficeComputer10,Logged On Successful
1554191855,TRivers,OfficeComputer5,Started Web Client
1554191857,KSwanson,OfficeComputer2,Logged On Successful
1554191857,RMelton,OfficeComputer10,Started Web Client
1554191859,MFoster,OfficeComputer17,Logged Off Successful
1554191859,KSwanson,OfficeComputer2,Started Web Client
1554191861,HMcCann,Server1,Logged Off Successful
1554191863,MFoster,OfficeComputer4,Logged On Successful
1554191865,MBowen,OfficeComputer20,Logged On Successful
1554191867,EJacobs,OfficeComputer9,Logged On Successful
1554191869,SConrad,OfficeComputer13,Logged Off Successful
1554191870,EJacobs,OfficeComputer9,Started Web Client
1554191871,TRivers,OfficeComputer3,Logged Off Successful
1554191871,MFoster,OfficeComputer4,Started Python Client
1554191873,PCannon,OfficeComputer18,Logged On Successful
1554191873,MBowen,OfficeComputer20,Started FTP Client
1554191875,LCarney,OfficeComputer13,Logged On Successful
1554191877,LCarney,OfficeComputer7,Logged On Successful
1554191877,LCarney,OfficeComputer13,Started Python Client
1554191879,LCarney,OfficeComputer19,Logged Off Successful
1554191879,PCannon,OfficeComputer18,Started SNMP Client
1554191881,LCarney,OfficeComputer10,Logged Off Successful
1554191883,LRobinett,OfficeComputer11,Logged Off Successful
1554191883,LCarney,OfficeComputer7,Started SNMP Client
1554191885,RFrank,OfficeComputer15,Logged On Successful
1554191887,SConrad,Server2,Logged Off Successful
1554191889,LMarshall,TestSystem2,Logged On Successful
1554191890,LMarshall,TestSystem2,Started Python Client
1554191891,BCombs,OfficeComputer19,Logged Off Successful
1554191893,BCombs,OfficeComputer12,Logged On Successful
1554191893,RFrank,OfficeComputer15,Started Web Client
1554191894,BCombs,OfficeComputer12,Started FTP Client
1554191895,PCannon,OfficeComputer18,Logged On Successful
1554191897,SConrad,OfficeComputer20,Logged Off Successful
1554191899,TRivers,OfficeComputer15,Logged Off Successful
1554191901,TRivers,OfficeComputer1,Logged Off Successful
1554191901,PCannon,OfficeComputer18,Started Python Client
1554191903,HMcCann,Server2,Logged On Successful
1554191905,TRivers,Server1,Logged Off Successful
1554191907,WDavis,OfficeComputer14,Logged On Successful
1554191909,LRobinett,OfficeComputer18,Logged Off Successful
1554191911,LRobinett,OfficeComputer11,Logged Off Successful
1554191911,HMcCann,Server2,Started FTP Client
1554191913,RMelton,OfficeComputer2,Logged On Successful
1554191914,WDavis,OfficeComputer14,Started FTP Client
1554191915,DHawkins,OfficeComputer14,Logged On Successful
1554191917,RMelton,OfficeComputer5,Logged Off Successful
1554191917,DHawkins,OfficeComputer14,Started Web Client
1554191919,LCarney,OfficeComputer17,Logged On Successful
1554191919,RMelton,OfficeComputer2,Started FTP Client
1554191921,LBaker,OfficeComputer15,Logged On Successful
1554191923,RKelly,OfficeComputer9,Logged On Successful
1554191923,LBaker,OfficeComputer15,Started SNMP Client
1554191924,RKelly,OfficeComputer9,Started Web Client
1554191925,RFrank,OfficeComputer11,Logged Off Successful
1554191926,LCarney,OfficeComputer17,Started SNMP Client
1554191927,KSwanson,Server2,Logged On Successful
1554191928,KSwanson,Server2,Started SNMP Client
1554191929,MFoster,OfficeComputer2,Logged Off Successful
1554191931,HMcCann,OfficeComputer4,Logged On Successful
1554191932,HMcCann,OfficeComputer4,Started Python Client
1554191933,HMcCann,OfficeComputer6,Logged Off Successful
1554191935,KSwanson,OfficeComputer1,Logged Off Successful
1554191937,LCarney,OfficeComputer11,Logged Off Successful
1554191939,BCombs,OfficeComputer6,Logged On Successful
1554191941,BCombs,TestSystem2,Logged On Successful
1554191943,LCarney,OfficeComputer5,Logged Off Successful
1554191944,BCombs,OfficeComputer6,Started SNMP Client
1554191944,BCombs,TestSystem2,Started Web Client
1554191945,RFrank,OfficeComputer12,Logged On Successful
1554191947,SConrad,OfficeComputer2,Logged Off Successful
1554191949,LCarney,Server1,Logged Off Successful
1554191951,HMcCann,Server2,Logged On Successful
1554191951,RFrank,OfficeComputer12,Started Python Client
1554191953,HMcCann,Server2,Logged On Successful
1554191953,HMcCann,Server2,Started SNMP Client
1554191955,WDavis,OfficeComputer10,Logged On Successful
1554191957,HMcCann,Server2,Logged Off Successful
1554191959,KSwanson,OfficeComputer9,Logged Off Successful
1554191959,HMcCann,Server2,Started FTP Client
1554191960,WDavis,OfficeComputer10,Started Python Client
1554191961,PCannon,OfficeComputer17,Logged Off Successful
1554191963,BCombs,OfficeComputer13,Logged On Successful
1554191965,RFrank,OfficeComputer20,Logged On Successful
1554191966,BCombs,OfficeComputer13,Started Python Client
1554191967,MFoster,TestSystem2,Logged Off Successful
1554191969,TRivers,OfficeComputer13,Logged Off Successful
1554191971,MFoster,OfficeComputer6,Logged On Successful
1554191972,RFrank,OfficeComputer20,Started SNMP Client
1554191973,HMcCann,TestSystem1,Logged On Successful
1554191974,HMcCann,TestSystem1,Started SNMP Client
1554191975,DHawkins,OfficeComputer19,Logged Off Successful
1554191976,MFoster,OfficeComputer6,Started SNMP Client
1554191977,LRobinett,OfficeComputer9,Logged Off Successful
1554191979,RMelton,OfficeComputer12,Logged On Successful
1554191981,KSwanson,TestSystem2,Logged On Successful
1554191981,RMelton,OfficeComputer12,Started FTP Client
1554191983,DHawkins,OfficeComputer2,Logged Off Successful
1554191985,HMcCann,OfficeComputer15,Logged On Successful
1554191986,HMcCann,OfficeComputer15,Started SNMP Client
1554191987,RKelly,OfficeComputer19,Logged Off Successful
1554191988,KSwanson,TestSystem2,Started SNMP Client
1554191989,HMcCann,OfficeComputer6,Logged Off Successful
1554191991,LCarney,OfficeComputer4,Logged Off Successful
1554191993,LCarney,OfficeComputer4,Logged On Successful
1554191995,PCannon,OfficeComputer13,Logged Off Successful
1554191997,HMcCann,OfficeComputer19,Logged Off Successful
1554191999,SWayman,OfficeComputer9,Logged Off Successful
1554192001,HMcCann,OfficeComputer5,Logged Off Successful
1554192001,LCarney,OfficeComputer4,Started Web Client
1554192003,LCarney,OfficeComputer15,Logged Off Successful
1554192005,BCombs,OfficeComputer3,Logged Off Successful
1554192007,SConrad,OfficeComputer15,Logged Off Successful
1554192009,SConrad,Server2,Logged On Successful
1554192011,LCarney,TestSystem2,Logged On Successful
1554192013,LCarney,OfficeComputer2,Logged On Successful
1554192014,LCarney,TestSystem2,Started Python Client
1554192014,LCarney,OfficeComputer2,Started Python Client
1554192015,SWayman,OfficeComputer5,Logged Off Successful
1554192017,RFrank,OfficeComputer7,Logged Off Successful
1554192017,SConrad,Server2,Started Python Client
1554192019,LBaker,Server2,Logged On Successful
1554192021,LBaker,TestSystem1,Logged Off Successful
1554192023,LMarshall,OfficeComputer11,Logged On Successful
1554192025,KSwanson,OfficeComputer16,Logged Off Successful
1554192025,LBaker,Server2,Started Web Client
1554192026,LMarshall,OfficeComputer11,Started FTP Client
1554192027,LMarshall,OfficeComputer5,Logged On Successful
1554192029,LCarney,OfficeComputer9,Logged Off Successful
1554192031,MFoster,OfficeComputer5,Logged Off Successful
1554192031,LMarshall,OfficeComputer5,Started FTP Client
1554192033,BCombs,OfficeComputer3,Logged On Successful
1554192035,LMarshall,OfficeComputer10,Logged On Successful
1554192037,KSwanson,OfficeComputer14,Logged Off Successful
1554192039,MFoster,OfficeComputer15,Logged Off Successful
1554192039,BCombs,OfficeComputer3,Started Python Client
1554192041,RFrank,Server1,Logged Off Successful
1554192041,LMarshall,OfficeComputer10,Started FTP Client
1554192043,LBaker,OfficeComputer17,Logged Off Successful
1554192045,LBaker,Server2,Logged On Successful
1554192047,MFoster,OfficeComputer10,Logged On Successful
1554192049,RKelly,OfficeComputer17,Logged Off Successful
1554192050,LBaker,Server2,Started Python Client
1554192051,RMelton,OfficeComputer19,Logged On Successful
1554192053,LMarshall,OfficeComputer20,Logged On Successful
1554192054,LMarshall,OfficeComputer20,Started FTP Client
1554192055,RMelton,TestSystem2,Logged On Successful
1554192055,MFoster,OfficeComputer10,Started FTP Client
1554192056,RMelton,TestSystem2,Started Python Client
1554192057,RMelton,OfficeComputer11,Logged On Successful
1554192059,MBowen,OfficeComputer12,Logged Off Successful
1554192059,RMelton,OfficeComputer19,Started Python Client
1554192061,LBaker,OfficeComputer2,Logged On Successful
1554192063,RFrank,OfficeComputer13,Logged Off Successful
1554192063,RMelton,OfficeComputer11,Started Python Client
1554192065,WDavis,OfficeComputer8,Logged Off Successful
1554192065,LBaker,OfficeComputer2,Started SNMP Client
1554192067,MBowen,OfficeComputer20,Logged Off Successful
1554192069,PCannon,OfficeComputer8,Logged Off Successful
1554192071,PCannon,OfficeComputer6,Logged On Successful
1554192073,MBowen,Server3,Logged Off Successful
1554192075,WDavis,OfficeComputer17,Logged Off Successful
1554192077,MBowen,OfficeComputer18,Logged On Successful
1554192079,LMarshall,OfficeComputer14,Logged On Successful
1554192079,PCannon,OfficeComputer6,Started Python Client
1554192081,EJacobs,OfficeComputer14,Logged Off Successful
1554192083,PCannon,OfficeComputer8,Logged Off Successful
1554192084,MBowen,OfficeComputer18,Started Web Client
1554192085,LBaker,TestSystem1,Logged On Successful
1554192085,LMarshall,OfficeComputer14,Started FTP Client
1554192086,LBaker,TestSystem1,Started Web Client
1554192087,WDavis,OfficeComputer14,Logged Off Successful
1554192089,PCannon,OfficeComputer19,Logged Off Successful
